id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
6834,43,management,single,primary,cellular,-39,yes,no,0,unknown,9,0,0
6835,59,admin.,married,secondary,cellular,92,yes,no,1,low,139,0,0
6836,47,entrepreneur,divorced,secondary,cellular,392,yes,yes,1,low,279,0,0
6837,55,management,married,tertiary,cellular,0,no,no,0,unknown,341,0,0
6838,38,technician,divorced,secondary,cellular,1,no,yes,0,unknown,73,0,0
6839,30,services,single,primary,cellular,79,yes,no,0,unknown,317,0,0
6840,50,blue-collar,married,primary,cellular,4121,yes,yes,0,unknown,177,0,0
6841,33,management,single,tertiary,cellular,804,yes,no,0,unknown,226,0,0
6842,34,technician,married,tertiary,cellular,482,no,no,0,unknown,56,0,0
6843,38,management,married,tertiary,NA,389,yes,no,0,unknown,262,0,0
6844,26,unemployed,married,tertiary,NA,454,yes,yes,0,unknown,28,0,0
6845,31,self-employed,married,secondary,NA,157,yes,no,0,unknown,285,0,0
6846,52,blue-collar,married,secondary,cellular,1405,no,yes,0,unknown,753,269.36,0
6847,42,blue-collar,married,primary,cellular,2273,yes,no,2,low,253,0,0
6848,26,technician,single,tertiary,cellular,3411,no,no,2,high,236,0,0
6849,25,student,single,secondary,cellular,1116,yes,no,5,low,119,0,0
6850,71,retired,married,primary,telephone,2988,no,no,0,unknown,130,206.12,0
6851,36,admin.,married,secondary,NA,542,yes,no,0,unknown,604,0,0
6852,56,retired,divorced,tertiary,cellular,2370,no,no,0,unknown,376,0,0
6853,48,blue-collar,single,primary,NA,1080,yes,no,0,unknown,112,0,0
6854,32,unemployed,single,tertiary,cellular,685,yes,no,1,unknown,262,0,0
6855,58,blue-collar,single,primary,cellular,26,yes,no,0,unknown,600,0,0
6856,50,management,married,tertiary,cellular,463,no,yes,0,unknown,141,0,0
6857,55,technician,married,tertiary,cellular,-466,yes,no,0,unknown,901,267.63,0
6858,47,technician,married,secondary,cellular,1219,no,no,0,unknown,697,416.14,0
6859,44,management,married,tertiary,cellular,1791,no,no,1,high,71,657.03,0
6860,44,blue-collar,married,primary,cellular,513,yes,no,0,unknown,338,0,0
6861,30,student,single,secondary,cellular,314,no,no,6,high,189,0,0
6862,33,services,married,secondary,cellular,554,yes,no,1,unknown,162,0,0
6863,48,blue-collar,married,primary,NA,160,yes,no,0,unknown,109,0,0
6864,39,technician,single,secondary,NA,2910,yes,no,0,unknown,157,0,0
6865,49,blue-collar,married,primary,NA,2,yes,no,0,unknown,16,0,0
6866,34,management,single,secondary,cellular,194,no,no,0,unknown,186,0,0
6867,54,services,married,secondary,cellular,472,no,yes,0,unknown,86,0,0
6868,45,services,married,secondary,cellular,1550,yes,no,6,low,143,0,0
6869,51,services,married,NA,cellular,3413,no,no,0,unknown,146,0,0
6870,52,unemployed,married,secondary,cellular,9139,no,no,0,unknown,684,0,0
6871,27,self-employed,single,tertiary,cellular,970,yes,no,0,unknown,55,0,0
6872,29,services,single,secondary,telephone,536,yes,no,0,unknown,30,0,0
6873,31,blue-collar,married,secondary,cellular,379,no,no,0,unknown,299,0,0
6874,35,entrepreneur,married,primary,cellular,-394,yes,no,0,unknown,217,0,0
6875,49,blue-collar,married,primary,cellular,6215,yes,no,0,unknown,549,0,0
6876,36,management,married,tertiary,NA,8564,yes,no,0,unknown,125,0,0
6877,31,management,single,tertiary,cellular,574,yes,no,0,unknown,410,0,0
6878,34,blue-collar,married,secondary,cellular,7,yes,yes,2,unknown,171,0,0
6879,34,admin.,single,tertiary,cellular,18,yes,yes,0,unknown,359,120.09,0
6880,82,housemaid,divorced,primary,cellular,1381,no,no,4,low,844,432.44,0
6881,36,blue-collar,divorced,primary,cellular,3202,yes,no,2,low,690,0,0
6882,33,management,married,tertiary,cellular,1109,no,no,0,unknown,306,0,0
6883,47,admin.,married,secondary,cellular,328,no,no,0,unknown,260,0,0
6884,36,management,single,tertiary,cellular,223,yes,no,0,unknown,281,0,0
6885,80,retired,married,primary,telephone,155,no,no,0,unknown,343,37.43,0
6886,48,management,married,secondary,cellular,-998,yes,no,0,unknown,173,0,0
6887,50,entrepreneur,married,tertiary,cellular,2410,no,no,0,unknown,65,0,0
6888,46,blue-collar,married,secondary,telephone,961,yes,no,0,unknown,48,0,0
6889,56,retired,married,secondary,cellular,393,no,yes,2,low,183,49.85,0
6890,50,technician,divorced,secondary,cellular,8,no,no,1,unknown,171,0,0
6891,36,blue-collar,married,secondary,cellular,1055,yes,no,0,unknown,62,0,0
6892,60,blue-collar,married,NA,cellular,2090,yes,no,0,unknown,957,514.25,0
6893,29,admin.,married,secondary,NA,387,yes,yes,0,unknown,49,0,0
6894,44,admin.,married,NA,NA,40,no,yes,0,unknown,160,0,0
6895,32,services,single,secondary,cellular,-55,yes,no,0,unknown,601,0,0
6896,31,technician,married,secondary,cellular,17,yes,no,0,unknown,266,0,0
6897,38,technician,married,tertiary,cellular,-363,no,no,0,unknown,101,0,0
6898,39,technician,married,secondary,NA,1427,yes,no,0,unknown,454,0,0
6899,48,management,married,tertiary,NA,342,no,no,0,unknown,452,0,0
6900,31,services,married,secondary,cellular,1783,yes,yes,0,unknown,219,0,0
6901,44,admin.,married,secondary,NA,72,yes,yes,0,unknown,821,0,0
6902,40,retired,married,primary,cellular,630,yes,no,0,unknown,177,0,0
6903,35,technician,married,secondary,cellular,2468,yes,no,0,unknown,187,0,0
6904,33,blue-collar,married,primary,NA,3868,yes,no,0,unknown,445,0,0
6905,27,services,married,secondary,cellular,58,yes,no,2,unknown,113,0,0
6906,38,entrepreneur,married,secondary,NA,2849,yes,no,0,unknown,166,0,0
6907,36,admin.,single,secondary,cellular,-207,no,no,0,unknown,83,0,0
6908,32,admin.,married,secondary,NA,8749,yes,yes,0,unknown,294,1073.55,0
6909,37,management,divorced,tertiary,cellular,153,yes,no,2,unknown,221,0,0
6910,44,blue-collar,married,secondary,cellular,476,no,no,0,unknown,173,0,0
6911,32,technician,single,secondary,cellular,-5,no,yes,0,unknown,300,0,0
6912,31,management,single,tertiary,cellular,319,yes,no,2,low,302,0,0
6913,34,services,single,secondary,cellular,267,no,no,0,unknown,449,285.44,0
6914,31,blue-collar,married,secondary,NA,0,yes,no,0,unknown,143,0,0
6915,25,NA,single,secondary,cellular,3,no,no,0,unknown,136,0,0
6916,53,retired,married,secondary,cellular,6095,yes,yes,0,unknown,410,0,0
6917,41,technician,single,secondary,NA,2919,yes,no,0,unknown,329,0,0
6918,32,blue-collar,single,secondary,NA,116,no,no,0,unknown,392,0,0
6919,39,services,married,NA,cellular,10189,yes,no,2,low,186,0,0
6920,41,technician,married,secondary,cellular,593,no,no,0,unknown,95,0,0
6921,55,blue-collar,married,primary,cellular,396,no,no,0,unknown,74,0,0
6922,50,housemaid,married,primary,NA,395,yes,no,0,unknown,419,0,0
6923,57,entrepreneur,married,secondary,NA,926,no,no,0,unknown,447,0,0
6924,34,management,married,tertiary,cellular,11,yes,no,0,unknown,654,0,0
6925,54,technician,divorced,secondary,NA,1705,yes,no,0,unknown,367,0,0
6926,48,unemployed,married,secondary,telephone,0,no,no,0,unknown,35,0,0
6927,32,blue-collar,married,primary,cellular,104,yes,no,0,unknown,211,0,0
6928,56,unemployed,divorced,primary,cellular,109,no,no,0,unknown,924,0,0
6929,31,management,married,tertiary,cellular,720,yes,no,0,unknown,94,0,0
6930,38,admin.,married,secondary,cellular,1767,yes,no,7,high,483,475.15,0
6931,32,technician,divorced,secondary,cellular,0,yes,no,0,unknown,94,0,0
6932,53,technician,divorced,NA,cellular,629,yes,no,0,unknown,298,0,0
6933,28,student,single,secondary,cellular,5916,no,no,0,unknown,93,0,0
6934,38,housemaid,divorced,secondary,cellular,216,no,no,0,unknown,97,0,0
6935,31,management,single,tertiary,NA,524,yes,yes,0,unknown,668,0,0
6936,52,blue-collar,married,secondary,cellular,409,no,no,0,unknown,137,0,0
6937,52,blue-collar,married,secondary,cellular,7180,yes,no,1,high,276,0,0
6938,53,technician,married,primary,telephone,70,yes,no,0,unknown,11,0,0
6939,51,retired,married,secondary,cellular,3003,yes,no,0,unknown,149,0,0
6940,27,blue-collar,married,secondary,NA,-132,yes,no,0,unknown,216,0,0
6941,60,management,married,tertiary,cellular,371,no,yes,0,unknown,102,0,0
6942,39,technician,divorced,secondary,cellular,291,yes,no,0,unknown,882,316.09,0
6943,57,services,married,secondary,cellular,68,yes,no,0,unknown,65,0,0
6944,48,blue-collar,married,primary,NA,762,yes,no,0,unknown,81,0,0
6945,40,management,divorced,tertiary,NA,37,yes,no,0,unknown,412,0,0
6946,32,management,married,tertiary,cellular,-55,yes,no,0,unknown,107,0,0
6947,39,self-employed,divorced,tertiary,NA,1415,no,no,0,unknown,134,0,0
6948,40,blue-collar,single,primary,cellular,1530,yes,no,1,low,8,0,0
6949,41,blue-collar,single,secondary,cellular,98,no,yes,0,unknown,97,0,0
6950,35,blue-collar,married,primary,NA,424,yes,no,0,unknown,177,0,0
6951,50,management,married,tertiary,NA,0,yes,no,0,unknown,243,0,0
6952,50,admin.,single,secondary,cellular,642,no,no,0,unknown,435,0,0
6953,72,admin.,married,primary,cellular,2321,no,no,12,low,221,516.43,0
6954,49,retired,married,primary,NA,2665,yes,no,0,unknown,67,0,0
6955,35,management,married,tertiary,cellular,1078,yes,no,0,unknown,48,0,0
6956,40,management,married,tertiary,NA,20,yes,no,0,unknown,106,0,0
6957,40,services,married,secondary,cellular,900,yes,yes,0,unknown,84,0,0
6958,31,services,divorced,NA,cellular,0,no,yes,0,unknown,138,0,0
6959,30,services,married,secondary,cellular,973,yes,no,0,unknown,156,0,0
6960,50,admin.,married,secondary,cellular,176,no,no,0,unknown,155,0,0
6961,30,entrepreneur,divorced,secondary,cellular,151,yes,no,0,unknown,108,0,0
6962,29,management,married,secondary,cellular,231,no,no,0,unknown,80,0,0
6963,32,blue-collar,married,secondary,NA,-428,yes,no,0,unknown,518,0,0
6964,38,technician,divorced,secondary,NA,-478,yes,no,0,unknown,154,0,0
6965,33,management,single,tertiary,cellular,896,yes,no,0,unknown,577,0,0
6966,35,services,married,secondary,cellular,629,no,yes,0,unknown,518,0,0
6967,31,services,divorced,secondary,cellular,1016,yes,no,1,low,20,0,0
6968,42,blue-collar,married,NA,cellular,345,yes,yes,0,unknown,307,0,0
6969,47,blue-collar,married,secondary,NA,1794,yes,yes,0,unknown,515,0,0
6970,36,management,married,tertiary,cellular,139,yes,no,0,unknown,79,0,0
6971,41,management,married,tertiary,cellular,226,no,no,0,unknown,227,0,0
6972,58,retired,divorced,tertiary,telephone,3237,no,no,0,unknown,615,226.46,0
6973,61,retired,married,secondary,cellular,243,no,no,0,unknown,194,42.88,0
6974,47,unemployed,married,secondary,cellular,312,no,no,0,unknown,884,48.96,0
6975,35,technician,married,secondary,cellular,-706,yes,yes,0,unknown,44,0,0
6976,32,blue-collar,married,secondary,cellular,1879,no,no,0,unknown,591,487.22,0
6977,35,entrepreneur,married,tertiary,cellular,753,no,no,0,unknown,187,0,0
6978,50,services,married,secondary,NA,107,yes,no,0,unknown,71,0,0
6979,60,entrepreneur,married,NA,cellular,-284,yes,yes,0,unknown,67,0,0
6980,38,admin.,single,tertiary,telephone,45789,no,no,0,unknown,21,0,0
6981,34,management,married,tertiary,cellular,527,no,no,0,unknown,272,0,0
6982,30,management,single,tertiary,cellular,1077,no,no,0,unknown,128,0,0
6983,36,management,married,tertiary,cellular,0,yes,no,0,unknown,99,0,0
6984,35,technician,married,secondary,cellular,3297,yes,no,0,unknown,193,0,0
6985,34,services,divorced,secondary,cellular,1281,no,no,0,unknown,237,0,0
6986,34,blue-collar,married,primary,cellular,1309,yes,no,1,low,456,0,0
6987,45,management,divorced,tertiary,cellular,2406,no,no,0,unknown,248,0,0
6988,49,housemaid,divorced,primary,NA,198,yes,no,0,unknown,205,0,0
6989,33,services,married,secondary,NA,334,yes,no,0,unknown,23,0,0
6990,43,blue-collar,married,primary,cellular,1968,yes,no,0,unknown,279,0,0
6991,32,admin.,married,secondary,NA,0,yes,no,0,unknown,464,0,0
6992,35,blue-collar,married,secondary,cellular,0,yes,no,0,unknown,203,0,0
6993,52,blue-collar,married,secondary,NA,46,yes,no,0,unknown,132,0,0
6994,35,technician,single,secondary,NA,1855,yes,no,0,unknown,138,0,0
6995,46,management,divorced,tertiary,cellular,624,no,no,1,unknown,420,406.17,0
6996,42,technician,divorced,secondary,cellular,37,no,no,0,unknown,28,0,0
6997,25,admin.,single,secondary,telephone,230,no,no,0,unknown,394,0,0
6998,38,management,married,tertiary,cellular,0,no,no,0,unknown,119,0,0
6999,43,retired,married,secondary,NA,56,yes,yes,0,unknown,259,0,0
7000,37,management,married,tertiary,cellular,5106,no,no,0,unknown,244,1280.53,0
7001,33,services,married,secondary,NA,210,yes,yes,0,unknown,201,0,0
7002,44,housemaid,married,primary,cellular,398,no,no,0,unknown,187,0,0
7003,31,management,single,tertiary,cellular,35,no,no,0,unknown,27,0,0
7004,34,admin.,single,tertiary,cellular,2045,no,no,0,unknown,146,0,0
7005,44,management,single,tertiary,cellular,-1313,yes,yes,0,unknown,104,0,0
7006,37,technician,single,tertiary,NA,1609,no,yes,0,unknown,10,0,0
7007,43,services,married,secondary,NA,41,yes,yes,0,unknown,127,0,0
7008,40,technician,single,tertiary,NA,-89,yes,no,0,unknown,83,0,0
7009,34,entrepreneur,married,secondary,cellular,393,yes,no,3,low,174,0,0
7010,39,housemaid,single,primary,NA,1340,no,no,0,unknown,113,0,0
7011,46,blue-collar,married,primary,NA,1844,no,no,0,unknown,29,0,0
7012,49,blue-collar,married,secondary,NA,-581,yes,no,0,unknown,123,0,0
7013,28,management,single,tertiary,cellular,2249,yes,yes,0,unknown,595,0,0
7014,30,blue-collar,married,secondary,cellular,-529,yes,no,0,unknown,416,0,0
7015,32,housemaid,married,primary,cellular,91,yes,no,0,unknown,110,0,0
7016,51,blue-collar,married,secondary,cellular,1121,no,no,0,unknown,824,0,0
7017,35,technician,married,secondary,cellular,222,yes,no,6,low,233,0,0
7018,47,blue-collar,married,NA,NA,1045,yes,no,0,unknown,411,0,0
7019,37,blue-collar,married,secondary,cellular,0,no,yes,0,unknown,351,0,0
7020,26,blue-collar,married,secondary,NA,288,yes,no,0,unknown,49,0,0
7021,38,technician,married,secondary,telephone,1333,yes,no,6,unknown,21,0,0
7022,37,blue-collar,married,secondary,NA,166,yes,no,0,unknown,135,0,0
7023,32,unemployed,single,secondary,cellular,104,no,no,0,unknown,233,0,0
7024,58,retired,married,primary,cellular,91,no,yes,0,unknown,204,0,0
7025,36,services,divorced,tertiary,cellular,58,yes,no,0,unknown,29,0,0
7026,43,blue-collar,divorced,primary,cellular,515,yes,no,1,low,199,0,0
7027,28,technician,married,tertiary,cellular,510,yes,no,0,unknown,110,0,0
7028,39,blue-collar,married,primary,NA,2715,yes,no,0,unknown,201,0,0
7029,32,admin.,married,secondary,cellular,2,yes,no,0,unknown,132,0,0
7030,37,blue-collar,married,secondary,cellular,223,yes,no,2,low,552,0,0
7031,32,technician,single,tertiary,cellular,1246,yes,no,0,unknown,192,521.76,0
7032,33,housemaid,single,primary,cellular,39,yes,no,0,unknown,332,0,0
7033,28,admin.,married,secondary,NA,7707,yes,no,0,unknown,68,0,0
7034,47,retired,married,tertiary,cellular,1225,yes,yes,2,low,191,0,0
7035,32,technician,single,secondary,cellular,324,no,yes,0,unknown,432,161.5,0
7036,28,technician,single,tertiary,NA,0,yes,no,0,unknown,205,0,0
7037,30,technician,single,secondary,NA,2573,yes,no,0,unknown,67,0,0
7038,42,blue-collar,married,secondary,NA,597,yes,no,0,unknown,124,0,0
7039,68,retired,married,secondary,telephone,3588,no,no,0,unknown,119,0,0
7040,37,blue-collar,married,secondary,NA,934,no,no,0,unknown,258,0,0
7041,34,blue-collar,married,secondary,NA,223,yes,no,0,unknown,91,0,0
7042,59,housemaid,married,primary,cellular,37,no,yes,0,unknown,335,0,0
7043,49,entrepreneur,married,primary,cellular,6188,no,no,0,unknown,453,1010.51,0
7044,46,services,married,secondary,cellular,53,no,yes,0,unknown,31,0,0
7045,52,admin.,married,secondary,cellular,799,no,no,0,unknown,128,0,0
7046,36,management,married,tertiary,cellular,495,no,no,5,high,91,372.51,0
7047,48,technician,married,secondary,cellular,2688,no,yes,0,unknown,610,0,0
7048,30,management,single,tertiary,cellular,168,no,no,0,unknown,35,0,0
7049,29,blue-collar,married,secondary,NA,185,yes,yes,0,unknown,471,0,0
7050,44,services,married,secondary,telephone,483,yes,no,0,unknown,87,0,0
7051,56,retired,divorced,primary,cellular,1177,no,no,0,unknown,39,0,0
7052,41,management,single,tertiary,NA,8368,no,no,0,unknown,179,0,0
7053,46,blue-collar,married,primary,cellular,147,yes,no,3,low,116,0,0
7054,41,management,married,tertiary,cellular,49,yes,no,0,unknown,312,0,0
7055,46,housemaid,single,tertiary,cellular,1328,no,no,0,unknown,1241,0,0
7056,20,student,single,secondary,NA,-322,yes,no,0,unknown,73,0,0
7057,55,unemployed,married,secondary,cellular,512,no,no,0,unknown,70,0,0
7058,65,NA,married,NA,telephone,4717,no,no,0,unknown,256,844.57,0
7059,32,services,single,secondary,cellular,545,yes,no,0,unknown,194,0,0
7060,38,blue-collar,single,primary,cellular,1583,yes,no,0,unknown,386,0,0
7061,52,services,married,secondary,cellular,5,yes,yes,0,unknown,94,0,0
7062,31,blue-collar,single,secondary,NA,4415,yes,no,0,unknown,329,0,0
7063,31,blue-collar,single,secondary,NA,2089,yes,no,0,unknown,34,0,0
7064,32,management,single,tertiary,cellular,90,no,no,0,unknown,116,0,0
7065,60,retired,married,primary,NA,0,no,no,0,unknown,104,0,0
7066,57,retired,married,primary,cellular,3518,yes,no,0,unknown,626,238.85,0
7067,35,entrepreneur,single,tertiary,cellular,-880,no,yes,0,unknown,77,0,0
7068,59,self-employed,married,secondary,NA,1986,no,no,0,unknown,139,0,0
7069,39,management,single,secondary,NA,835,yes,no,0,unknown,587,0,0
7070,41,blue-collar,married,primary,cellular,2053,no,no,0,unknown,81,0,0
7071,30,services,divorced,primary,cellular,459,yes,no,0,unknown,494,319.25,0
7072,38,technician,married,tertiary,NA,1092,yes,no,0,unknown,317,0,0
7073,46,technician,married,secondary,telephone,591,no,no,0,unknown,81,0,0
7074,36,blue-collar,married,secondary,NA,0,no,no,0,unknown,636,0,0
7075,58,blue-collar,married,NA,cellular,807,yes,no,2,low,57,0,0
7076,34,blue-collar,married,secondary,cellular,320,yes,no,3,high,413,327.53,0
7077,33,blue-collar,single,secondary,cellular,2668,yes,no,0,unknown,187,0,0
7078,53,blue-collar,married,secondary,NA,1570,yes,no,0,unknown,29,0,0
7079,48,management,single,tertiary,NA,1437,yes,yes,0,unknown,34,0,0
7080,41,management,married,tertiary,cellular,0,no,yes,0,unknown,211,0,0
7081,38,blue-collar,married,secondary,NA,-10,no,no,0,unknown,174,0,0
7082,37,admin.,married,primary,cellular,188,yes,no,0,unknown,153,0,0
7083,31,housemaid,single,tertiary,telephone,596,no,no,0,unknown,30,0,0
7084,43,technician,divorced,secondary,cellular,1612,no,no,1,unknown,262,494.56,0
7085,60,housemaid,married,primary,telephone,0,no,yes,0,unknown,124,0,0
7086,32,management,divorced,tertiary,cellular,874,no,no,0,unknown,1282,437.4,0
7087,30,entrepreneur,single,tertiary,cellular,999,no,no,0,unknown,157,0,0
7088,37,management,married,tertiary,NA,1125,yes,no,0,unknown,301,0,0
7089,48,technician,married,secondary,cellular,93,no,no,0,unknown,537,0,0
7090,35,blue-collar,married,secondary,NA,594,yes,no,0,unknown,213,0,0
7091,47,housemaid,single,primary,cellular,2785,yes,no,0,unknown,570,616.12,0
7092,30,management,married,tertiary,NA,302,yes,yes,0,unknown,302,0,0
7093,33,blue-collar,married,primary,NA,3512,yes,no,0,unknown,697,0,0
7094,55,unemployed,married,secondary,cellular,1161,yes,no,0,unknown,134,0,0
7095,26,blue-collar,single,secondary,cellular,384,yes,no,2,unknown,16,0,0
7096,48,blue-collar,divorced,secondary,cellular,2071,no,no,0,unknown,127,0,0
7097,32,blue-collar,married,secondary,cellular,2353,yes,yes,0,unknown,334,0,0
7098,56,retired,single,secondary,NA,4365,no,no,0,unknown,361,0,0
7099,51,self-employed,divorced,primary,cellular,10924,no,no,0,unknown,106,0,0
7100,58,retired,divorced,tertiary,telephone,1321,no,no,0,unknown,157,0,0
7101,37,management,married,NA,cellular,247,no,no,1,low,192,0,0
7102,54,technician,married,secondary,NA,7252,no,no,0,unknown,139,0,0
7103,33,services,married,secondary,cellular,1078,yes,no,4,unknown,320,0,0
7104,49,admin.,married,secondary,cellular,0,yes,yes,0,unknown,71,0,0
7105,27,blue-collar,single,secondary,NA,1401,yes,no,0,unknown,392,0,0
7106,45,technician,married,secondary,cellular,999,yes,no,2,low,215,0,0
7107,35,technician,single,secondary,cellular,705,yes,yes,3,low,177,0,0
7108,39,blue-collar,divorced,primary,NA,3,no,yes,0,unknown,625,0,0
7109,56,management,divorced,tertiary,cellular,321,no,no,0,unknown,49,0,0
7110,34,admin.,single,secondary,cellular,63,yes,no,0,unknown,678,272.09,0
7111,36,technician,single,secondary,NA,1614,yes,no,0,unknown,164,0,0
7112,27,self-employed,single,tertiary,cellular,5,no,yes,0,unknown,384,0,0
7113,33,services,single,secondary,cellular,48,yes,no,0,unknown,303,0,0
7114,57,unemployed,married,secondary,NA,0,no,no,0,unknown,97,0,0
7115,40,technician,married,secondary,cellular,1819,no,no,2,low,169,0,0
7116,29,admin.,single,secondary,NA,315,yes,no,0,unknown,121,0,0
7117,28,technician,married,secondary,cellular,679,no,yes,0,unknown,406,0,0
7118,33,blue-collar,married,primary,NA,211,yes,no,0,unknown,172,0,0
7119,33,blue-collar,divorced,secondary,NA,126,yes,no,0,unknown,248,0,0
7120,38,management,single,tertiary,NA,424,yes,no,0,unknown,104,0,0
7121,31,technician,single,secondary,telephone,31868,no,no,0,unknown,34,0,0
7122,48,blue-collar,married,primary,NA,5172,yes,no,0,unknown,144,0,0
7123,51,NA,married,NA,NA,167,no,no,0,unknown,205,0,0
7124,54,blue-collar,married,primary,NA,-219,yes,no,0,unknown,276,0,0
7125,32,blue-collar,married,primary,NA,-275,yes,yes,0,unknown,321,0,0
7126,35,technician,single,tertiary,cellular,632,no,no,0,unknown,141,0,0
7127,38,technician,single,secondary,cellular,1211,yes,no,1,high,498,0,0
7128,31,services,single,secondary,cellular,125,no,no,1,low,200,0,0
7129,38,entrepreneur,married,tertiary,cellular,1649,no,yes,3,high,218,0,0
7130,30,blue-collar,married,secondary,cellular,618,no,no,0,unknown,78,0,0
7131,36,management,married,tertiary,cellular,5367,no,no,2,low,324,0,0
7132,32,services,single,secondary,cellular,0,yes,no,0,unknown,99,0,0
7133,44,blue-collar,divorced,secondary,cellular,1258,yes,no,0,unknown,607,0,0
7134,37,management,married,tertiary,cellular,287,yes,no,0,unknown,94,0,0
7135,28,technician,single,secondary,cellular,441,no,yes,0,unknown,171,0,0
7136,29,technician,single,secondary,cellular,534,yes,no,0,unknown,382,0,0
7137,34,management,married,tertiary,cellular,1036,yes,no,0,unknown,54,0,0
7138,78,retired,divorced,primary,telephone,229,no,no,0,unknown,97,44.32,0
7139,49,blue-collar,married,primary,telephone,3915,yes,no,0,unknown,44,0,0
7140,53,management,married,tertiary,cellular,2094,no,yes,0,unknown,95,0,0
7141,40,blue-collar,married,primary,cellular,887,yes,no,0,unknown,54,0,0
7142,43,blue-collar,married,primary,NA,-59,yes,no,0,unknown,205,0,0
7143,37,technician,married,tertiary,cellular,4596,yes,no,6,low,323,0,0
7144,45,blue-collar,married,secondary,NA,130,yes,no,0,unknown,127,0,0
7145,50,blue-collar,divorced,NA,NA,2812,yes,no,0,unknown,17,0,0
7146,44,management,married,tertiary,telephone,4119,yes,yes,0,unknown,1074,572.39,0
7147,26,blue-collar,single,secondary,cellular,23,yes,no,1,unknown,11,0,0
7148,60,retired,divorced,NA,cellular,-49,yes,no,2,low,188,0,0
7149,36,technician,divorced,secondary,cellular,1941,no,yes,0,unknown,156,0,0
7150,47,retired,married,secondary,cellular,-71,yes,no,0,unknown,293,0,0
7151,60,housemaid,married,secondary,cellular,283,no,no,0,unknown,138,0,0
7152,36,management,married,tertiary,cellular,222,yes,no,2,low,317,0,0
7153,37,management,married,tertiary,cellular,586,yes,no,0,unknown,141,0,0
7154,30,blue-collar,married,secondary,cellular,319,no,no,0,unknown,210,0,0
7155,57,entrepreneur,married,secondary,cellular,905,no,no,0,unknown,121,0,0
7156,34,self-employed,married,secondary,NA,-370,yes,no,0,unknown,748,0,0
7157,37,admin.,single,tertiary,cellular,1000,yes,no,0,unknown,195,488.46,0
7158,51,services,married,secondary,cellular,434,no,no,0,unknown,513,0,0
7159,42,management,married,tertiary,cellular,2816,no,no,0,unknown,193,873.3,0
7160,44,services,married,secondary,cellular,983,no,no,0,unknown,123,0,0
7161,27,blue-collar,single,primary,cellular,1,yes,no,0,unknown,120,0,0
7162,69,retired,married,secondary,cellular,0,no,no,2,unknown,184,267.08,0
7163,49,management,married,tertiary,cellular,934,no,yes,0,unknown,158,0,0
7164,51,retired,divorced,tertiary,NA,126,no,yes,0,unknown,152,0,0
7165,58,management,married,tertiary,cellular,2142,yes,no,3,low,41,0,0
7166,46,entrepreneur,married,primary,cellular,8873,yes,no,2,low,172,0,0
7167,46,admin.,married,secondary,cellular,939,no,no,1,unknown,69,0,0
7168,33,technician,divorced,secondary,cellular,791,yes,no,0,unknown,268,0,0
7169,46,blue-collar,married,secondary,cellular,4855,yes,no,1,low,1529,0,0
7170,50,housemaid,married,secondary,NA,34,yes,no,0,unknown,163,0,0
7171,47,technician,married,NA,NA,-598,yes,no,0,unknown,239,0,0
7172,47,technician,divorced,secondary,telephone,-105,no,no,0,unknown,192,0,0
7173,36,services,divorced,secondary,cellular,-194,no,no,0,unknown,83,0,0
7174,59,management,married,tertiary,cellular,2764,no,no,3,low,459,0,0
7175,27,management,single,tertiary,cellular,1720,no,no,1,low,284,641.16,0
7176,36,management,single,tertiary,cellular,227,no,yes,0,unknown,336,0,0
7177,40,blue-collar,married,secondary,cellular,679,yes,no,1,low,642,0,0
7178,37,self-employed,married,primary,telephone,90,yes,no,2,low,39,0,0
7179,34,technician,single,secondary,cellular,1763,no,no,0,unknown,246,0,0
7180,33,admin.,single,secondary,cellular,555,yes,no,1,high,204,336.06,0
7181,47,management,married,tertiary,NA,33,yes,yes,0,unknown,14,0,0
7182,32,services,married,secondary,cellular,0,no,no,0,unknown,105,0,0
7183,28,unemployed,single,secondary,cellular,-34,no,no,0,unknown,355,0,0
7184,31,management,single,secondary,cellular,202,yes,no,0,unknown,590,0,0
7185,25,management,married,primary,NA,168,yes,no,0,unknown,801,329.59,0
7186,51,admin.,single,secondary,telephone,3132,no,no,1,low,449,0,0
7187,52,retired,married,secondary,cellular,424,no,no,3,low,143,0,0
7188,43,services,divorced,secondary,NA,130,yes,no,0,unknown,193,0,0
7189,37,technician,single,secondary,NA,466,yes,no,0,unknown,231,0,0
7190,30,technician,single,tertiary,NA,3291,yes,no,0,unknown,1218,937.73,0
7191,40,technician,married,secondary,telephone,4594,no,no,0,unknown,296,0,0
7192,36,admin.,married,secondary,cellular,1207,yes,no,0,unknown,1792,426,0
7193,31,student,single,secondary,cellular,334,yes,no,2,unknown,195,0,0
7194,46,blue-collar,married,secondary,telephone,1583,yes,no,7,low,175,0,0
7195,34,services,divorced,secondary,cellular,-240,yes,no,0,unknown,247,0,0
7196,25,blue-collar,married,primary,NA,657,yes,yes,0,unknown,397,0,0
7197,38,admin.,single,secondary,NA,2345,yes,no,0,unknown,174,0,0
7198,35,self-employed,married,tertiary,NA,35368,yes,no,0,unknown,63,0,0
7199,32,technician,single,secondary,NA,1210,yes,yes,0,unknown,267,0,0
